Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;L;ISLAM;24-08-2017;7 Tahun 0 Bulan;20172;2.7;PMP;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;L;ISLAM;20-09-2017;7 Tahun 1 Bulan;20171;2.74;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;L;ISLAM;25-08-2017;7 Tahun 0 Bulan;20171;3.02;SBMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;P;ISLAM;21-08-2017;7 Tahun 0 Bulan;20171;3.19;SBMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;L;ISLAM;04-09-2017;7 Tahun 1 Bulan;20174;2.89;SNMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;L;PROTESTAN;11-01-2018;7 Tahun 5 Bulan;20193;2.87;Mandiri;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Komunikasi;P;ISLAM;23-08-2017;7 Tahun 0 Bulan;20171;2.76;Mandiri;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Antropologi Sosial;L;ISLAM;19-06-2017;6 Tahun 10 Bulan;20171;2.84;PMP;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Antropologi Sosial;L;PROTESTAN;23-08-2017;7 Tahun 0 Bulan;20173;2.78;SNMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Antropologi Sosial;L;PROTESTAN;13-02-2018;7 Tahun 6 Bulan;20183;2.9;SNMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Antropologi Sosial;L;PROTESTAN;29-05-2017;6 Tahun 9 Bulan;20171;2.93;SNMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Antropologi Sosial;L;KATOLIK;09-08-2017;7 Tahun 0 Bulan;20171;3.16;SNMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Politik;P;PROTESTAN;09-01-2018;7 Tahun 5 Bulan;20172;3.36;SBMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Politik;P;ISLAM;24-01-2018;7 Tahun 5 Bulan;20172;3.45;SBMPTN;NULL;0;Non UKT
S-1;ILMU SOSIAL DAN ILMU POLITIK;Eksakta;Ilmu Administrasi Bisnis;L;PROTESTAN;27-10-2017;7 Tahun 2 Bulan;20171;2.86;SNMPTN;NULL;0;Non UKT
S-1;KESEHATAN MASYARAKAT;Eksakta;Kesehatan Masyarakat;P;PROTESTAN;27-10-2017;7 Tahun 3 Bulan;20171;3.15;SBMPTN;NULL;0;Non UKT
S-1;KESEHATAN MASYARAKAT;Eksakta;Kesehatan Masyarakat;L;ISLAM;20-08-2019;9 Tahun 1 Bulan;20191;2.47;SBMPTN;NULL;0;Non UKT
S-1;KESEHATAN MASYARAKAT;Eksakta;Kesehatan Masyarakat;L;PROTESTAN;24-08-2017;7 Tahun 1 Bulan;20171;2.65;Mandiri;NULL;0;Non UKT
S-1;KESEHATAN MASYARAKAT;Eksakta;Kesehatan Masyarakat;L;ISLAM;10-08-2018;8 Tahun 1 Bulan;20182;2.59;Mandiri;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;PROTESTAN;19-06-2017;6 Tahun 11 Bulan;20172;2.61;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;PROTESTAN;19-06-2017;6 Tahun 11 Bulan;20172;2.61;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;PROTESTAN;19-06-2017;6 Tahun 11 Bulan;20172;2.61;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;06-03-2017;6 Tahun 8 Bulan;20181;2.93;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;06-03-2017;6 Tahun 8 Bulan;20181;2.93;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;06-03-2017;6 Tahun 8 Bulan;20181;2.93;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-05-2017;6 Tahun 10 Bulan;20181;2.89;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-05-2017;6 Tahun 10 Bulan;20181;2.89;SBMPTN;NULL;0;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-05-2017;6 Tahun 10 Bulan;20181;2.89;SBMPTN;NULL;0;Non UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;26-01-2017;6 Tahun 6 Bulan;20194;3.09;SBMPTN;NULL;0;Non UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;07-02-2017;6 Tahun 7 Bulan;20194;3.11;Mandiri;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Ilmu Komputer;P;ISLAM;03-08-2018;8 Tahun 1 Bulan;20182;3.2;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Ilmu Komputer;L;PROTESTAN;01-08-2019;9 Tahun 1 Bulan;20191;3.15;SBMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Ilmu Komputer;L;ISLAM;03-08-2018;8 Tahun 1 Bulan;20182;3.13;SNMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Ilmu Komputer;L;PROTESTAN;26-10-2017;7 Tahun 3 Bulan;20171;3;SNMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;ISLAM;08-02-2018;7 Tahun 7 Bulan;20173;0;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;P;ISLAM;22-08-2019;9 Tahun 1 Bulan;20192;3.33;SBMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;ISLAM;16-08-2017;7 Tahun 1 Bulan;20171;0;SBMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;P;ISLAM;23-08-2019;9 Tahun 1 Bulan;20192;3.1;SBMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;ISLAM;23-08-2019;9 Tahun 1 Bulan;20192;2.97;SBMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;PROTESTAN;23-08-2019;9 Tahun 1 Bulan;20192;2.78;Mandiri;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;PROTESTAN;23-08-2019;9 Tahun 1 Bulan;20191;3.04;SNMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;L;PROTESTAN;22-11-2019;9 Tahun 4 Bulan;20201;2.95;SNMPTN;NULL;0;Non UKT
S-1;ILMU KOMPUTER DAN TEKNOLOGI INFORMASI;Eksakta;Teknologi Informasi;P;PROTESTAN;08-02-2018;7 Tahun 7 Bulan;20173;0;Mandiri;NULL;0;Non UKT
S-1;FARMASI;Eksakta;Farmasi;P;ISLAM;15-08-2017;7 Tahun 1 Bulan;20172;2.3;Mandiri;NULL;0;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;HINDU;12-02-2019;7 Tahun 6 Bulan;20183;0.21;klas int;NULL;0;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;12-02-2019;7 Tahun 6 Bulan;20183;0.72;klas int;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;16-10-2020;9 Tahun 2 Bulan;20194;2.69;PMP;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;25-04-2018;6 Tahun 8 Bulan;20173;3.27;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;21-12-2017;6 Tahun 4 Bulan;20172;3.04;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;08-02-2018;6 Tahun 6 Bulan;20172;3.44;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;20-09-2019;8 Tahun 1 Bulan;20191;2.55;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;19-07-2018;6 Tahun 11 Bulan;20174;3.13;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;30-04-2018;6 Tahun 8 Bulan;20173;3.58;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;16-10-2020;9 Tahun 2 Bulan;20194;2.27;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;09-02-2018;6 Tahun 6 Bulan;20172;3.06;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;04-12-2017;6 Tahun 4 Bulan;20172;3.13;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;18-01-2018;6 Tahun 5 Bulan;20172;3.47;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;18-01-2018;6 Tahun 5 Bulan;20172;2.84;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;21-12-2020;9 Tahun 4 Bulan;20203;3.45;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;15-04-2019;7 Tahun 8 Bulan;20183;2.6;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;03-05-2018;6 Tahun 9 Bulan;20174;3.49;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;BUDHA;24-08-2017;6 Tahun 0 Bulan;20171;3.3;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;27-02-2018;6 Tahun 6 Bulan;20173;3.5;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;25-07-2018;6 Tahun 11 Bulan;20174;3.16;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;23-05-2018;6 Tahun 9 Bulan;20174;2.97;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;06-03-2018;6 Tahun 7 Bulan;20173;2.69;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;29-07-2019;7 Tahun 11 Bulan;20184;2.55;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;09-07-2018;6 Tahun 11 Bulan;20174;3.41;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;24-07-2018;6 Tahun 11 Bulan;20174;2.99;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-10-2017;6 Tahun 2 Bulan;20171;3.02;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;25-07-2018;6 Tahun 11 Bulan;20174;2.66;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;26-03-2020;8 Tahun 7 Bulan;20193;2.14;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;13-02-2018;6 Tahun 6 Bulan;20172;2.82;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;11-04-2018;6 Tahun 8 Bulan;20173;2.79;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;23-01-2018;6 Tahun 5 Bulan;20172;3.01;SNMPTN;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;29-01-2020;8 Tahun 5 Bulan;20192;2.08;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;25-08-2017;6 Tahun 0 Bulan;20171;3.06;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;28-09-2018;7 Tahun 1 Bulan;20181;2.51;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;14-02-2018;6 Tahun 6 Bulan;20173;2.79;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;25-08-2017;6 Tahun 0 Bulan;20171;3.28;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;29-01-2018;6 Tahun 5 Bulan;20172;2.84;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;13-02-2018;6 Tahun 6 Bulan;20172;2.83;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;11-04-2018;6 Tahun 8 Bulan;20173;2.79;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;25-07-2018;6 Tahun 11 Bulan;20174;2.61;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;22-07-2019;7 Tahun 11 Bulan;20184;2.93;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;29-01-2018;6 Tahun 5 Bulan;20172;2.81;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-04-2018;6 Tahun 8 Bulan;20173;2.59;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;24-07-2018;6 Tahun 11 Bulan;20174;2.71;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;19-02-2020;8 Tahun 6 Bulan;20192;2.68;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;20-12-2019;8 Tahun 4 Bulan;20192;2.85;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;24-09-2018;7 Tahun 1 Bulan;20182;2.3;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-10-2020;9 Tahun 2 Bulan;20194;2.77;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;24-01-2018;6 Tahun 5 Bulan;20172;2.72;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;27-03-2018;6 Tahun 7 Bulan;20173;2.49;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;01-08-2019;8 Tahun 0 Bulan;20191;2.7;Mandiri;NULL;0;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;16-08-2019;8 Tahun 0 Bulan;20191;2.58;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;17-06-2017;5 Tahun 10 Bulan;20172;NULL;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;11-04-2018;6 Tahun 8 Bulan;20173;NULL;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;05-03-2018;6 Tahun 7 Bulan;20173;3.25;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;ISLAM;19-10-2016;5 Tahun 2 Bulan;20171;3.08;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;08-02-2018;6 Tahun 6 Bulan;20173;2.69;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;10-04-2018;6 Tahun 8 Bulan;20173;NULL;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;PROTESTAN;26-07-2018;6 Tahun 11 Bulan;20182;3.26;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;PROTESTAN;12-12-2017;6 Tahun 4 Bulan;20172;NULL;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;06-03-2019;7 Tahun 7 Bulan;20184;2.73;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;12-01-2018;6 Tahun 5 Bulan;20172;2.87;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;06-12-2019;8 Tahun 4 Bulan;20192;3.14;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;PROTESTAN;18-12-2018;7 Tahun 4 Bulan;20182;2.91;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;27-07-2017;5 Tahun 11 Bulan;20171;NULL;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;HINDU;21-06-2017;5 Tahun 10 Bulan;20171;2.96;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;24-08-2018;7 Tahun 0 Bulan;20181;2.78;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;08-02-2019;7 Tahun 6 Bulan;20191;2.89;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;27-09-2019;8 Tahun 1 Bulan;20191;2.65;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;21-01-2019;7 Tahun 5 Bulan;20191;3.37;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;07-08-2018;7 Tahun 0 Bulan;20182;2.88;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;30-11-2018;7 Tahun 3 Bulan;20184;2.7;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;08-02-2019;7 Tahun 6 Bulan;20191;3.07;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;22-10-2019;8 Tahun 2 Bulan;20191;2.98;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;26-04-2017;5 Tahun 8 Bulan;20171;NULL;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;18-01-2018;6 Tahun 5 Bulan;20173;3.3;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;KATOLIK;21-01-2019;7 Tahun 5 Bulan;20183;2.83;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;PROTESTAN;26-07-2017;5 Tahun 11 Bulan;20171;3.11;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;PROTESTAN;18-12-2018;7 Tahun 4 Bulan;20182;2.73;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;30-01-2018;6 Tahun 5 Bulan;20173;2.77;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;P;KATOLIK;06-02-2019;7 Tahun 6 Bulan;20191;3.16;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;09-08-2018;7 Tahun 0 Bulan;20182;3.16;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agroteknologi;L;ISLAM;21-11-2018;7 Tahun 3 Bulan;20183;2.82;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Manajemen Sumber Daya Perairan;L;ISLAM;07-02-2017;5 Tahun 6 Bulan;20171;2.8;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Manajemen Sumber Daya Perairan;L;PROTESTAN;25-01-2018;6 Tahun 5 Bulan;20173;2.83;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Manajemen Sumber Daya Perairan;L;PROTESTAN;09-05-2018;6 Tahun 9 Bulan;20181;2.82;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Manajemen Sumber Daya Perairan;L;KATOLIK;24-08-2017;6 Tahun 0 Bulan;20171;2.74;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;P;ISLAM;19-07-2019;7 Tahun 11 Bulan;20184;3.24;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;P;ISLAM;09-05-2016;4 Tahun 9 Bulan;20182;2.86;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;P;ISLAM;19-07-2019;7 Tahun 11 Bulan;20191;2.88;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;P;PROTESTAN;20-09-2017;6 Tahun 1 Bulan;20171;3.18;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;L;PROTESTAN;06-04-2017;5 Tahun 8 Bulan;20171;3.35;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;L;PROTESTAN;06-10-2017;6 Tahun 2 Bulan;20172;3.27;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;P;ISLAM;26-08-2019;8 Tahun 0 Bulan;20191;3.03;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Agribisnis;L;PROTESTAN;18-10-2017;6 Tahun 2 Bulan;20173;3.33;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Ilmu dan Teknologi Pangan;P;ISLAM;16-10-2018;7 Tahun 2 Bulan;20182;2.68;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Ilmu dan Teknologi Pangan;L;PROTESTAN;21-08-2018;7 Tahun 0 Bulan;20181;2.67;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;PROTESTAN;08-02-2018;6 Tahun 6 Bulan;20173;3.12;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;KATOLIK;12-02-2018;6 Tahun 6 Bulan;20174;2.88;SBMPTN (BIDIK MISI);NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;PROTESTAN;23-11-2018;7 Tahun 3 Bulan;20182;2.71;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;PROTESTAN;08-02-2018;6 Tahun 6 Bulan;20173;3.02;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;PROTESTAN;23-08-2018;7 Tahun 0 Bulan;20181;2.62;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;PROTESTAN;21-08-2017;6 Tahun 0 Bulan;20171;2.83;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Peternakan;L;ISLAM;10-08-2017;6 Tahun 0 Bulan;20181;3.08;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;L;ISLAM;15-09-2017;6 Tahun 1 Bulan;20171;2.91;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;L;ISLAM;20-09-2017;6 Tahun 1 Bulan;20172;2.71;PMP;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;L;ISLAM;28-07-2017;5 Tahun 11 Bulan;20171;3.26;SNMPTN;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;P;ISLAM;26-02-2018;6 Tahun 6 Bulan;20173;2.53;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;L;KATOLIK;19-09-2017;6 Tahun 1 Bulan;20171;2.87;Mandiri;NULL;0;Non UKT
S-1;PERTANIAN;Eksakta;Keteknikan Pertanian;L;PROTESTAN;14-09-2017;6 Tahun 1 Bulan;20171;3.01;Mandiri;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;ISLAM;28-11-2017;6 Tahun 3 Bulan;20172;2.64;PMP;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;PROTESTAN;11-09-2020;9 Tahun 1 Bulan;20194;2.91;PMP;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;PROTESTAN;01-02-2019;7 Tahun 6 Bulan;20183;3.02;SNMPTN;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;PROTESTAN;25-01-2019;7 Tahun 5 Bulan;20182;2.58;SNMPTN;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;PROTESTAN;28-01-2019;7 Tahun 5 Bulan;20184;2.67;SNMPTN;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;KATOLIK;28-01-2019;7 Tahun 5 Bulan;20191;2.77;SNMPTN;NULL;0;Non UKT
S-1;TEKNIK;Eksakta;Teknik Mesin;L;PROTESTAN;13-10-2017;6 Tahun 2 Bulan;20171;2.3;SNMPTN;NULL;0;Non UKT
