Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.36;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;21-08-2017;4 Tahun 0 Bulan;20171;3.33;SNMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;07-02-2018;4 Tahun 6 Bulan;20173;3.22;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;26-10-2017;NULL;20171;3.62;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;14-08-2017;4 Tahun 0 Bulan;20171;3.61;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;LAINNYA;18-12-2018;5 Tahun 4 Bulan;20182;3.15;SNMPTN;2500000;5;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.28;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;20-10-2017;4 Tahun 2 Bulan;20171;3.16;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;24-01-2018;4 Tahun 5 Bulan;20172;3.32;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;2.77;SNMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;20-10-2017;4 Tahun 2 Bulan;20171;3.08;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;21-08-2017;4 Tahun 0 Bulan;20171;3.62;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;3.1;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;3.01;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;27-10-2017;4 Tahun 2 Bulan;20171;3.39;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;27-10-2017;4 Tahun 2 Bulan;20171;2.89;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;24-01-2018;4 Tahun 5 Bulan;20172;3.52;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;11-09-2017;4 Tahun 1 Bulan;20171;3.42;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;11-09-2017;4 Tahun 1 Bulan;20171;3.21;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;24-01-2018;NULL;20172;3.06;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;22-06-2020;6 Tahun 10 Bulan;20203;3.18;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;24-01-2018;4 Tahun 5 Bulan;20172;3.22;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-01-2018;NULL;20172;2.79;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.5;SNMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;23-10-2017;NULL;20171;3.08;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;22-10-2018;5 Tahun 2 Bulan;20181;3.72;SNMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;11-09-2017;4 Tahun 1 Bulan;20171;3.71;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;BUDHA;20-10-2017;4 Tahun 2 Bulan;20171;3.68;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;06-07-2020;6 Tahun 11 Bulan;20203;3.11;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;04-02-2019;NULL;20183;2.96;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;07-02-2018;NULL;20173;2.84;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;20-10-2017;4 Tahun 2 Bulan;20171;3;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;22-06-2020;6 Tahun 10 Bulan;20202;3.04;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-10-2017;NULL;20171;3;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;21-08-2017;4 Tahun 0 Bulan;20171;3.42;SBMPTN;2800000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;26-10-2017;NULL;20171;2.92;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.22;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;26-04-2018;4 Tahun 8 Bulan;20173;3.08;SBMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;21-08-2017;4 Tahun 0 Bulan;20171;3.63;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;19-12-2017;4 Tahun 4 Bulan;20172;3.18;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;KATOLIK;21-08-2017;4 Tahun 0 Bulan;20171;3.04;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;26-04-2018;4 Tahun 8 Bulan;20173;2.91;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;21-08-2017;4 Tahun 0 Bulan;20171;3.4;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.27;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;07-02-2018;4 Tahun 6 Bulan;20173;3.38;SBMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-08-2017;4 Tahun 0 Bulan;20171;3.49;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;19-07-2018;4 Tahun 11 Bulan;20174;3.27;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;23-10-2017;4 Tahun 2 Bulan;20171;3.09;SBMPTN;2800000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;14-08-2017;4 Tahun 0 Bulan;20171;2.98;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;14-08-2017;4 Tahun 0 Bulan;20171;3.59;SBMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;24-10-2017;4 Tahun 2 Bulan;20171;3.26;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;15-08-2017;4 Tahun 0 Bulan;20171;3.05;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;14-08-2017;4 Tahun 0 Bulan;20171;3.22;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;KATOLIK;21-08-2017;4 Tahun 0 Bulan;20171;3.62;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-01-2018;4 Tahun 5 Bulan;20172;3.04;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;25-10-2017;4 Tahun 2 Bulan;20171;3.55;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;29-07-2019;5 Tahun 11 Bulan;20191;3.11;SBMPTN;2800000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;22-10-2018;5 Tahun 2 Bulan;20181;3.05;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;15-08-2017;4 Tahun 0 Bulan;20171;3.34;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.15;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;25-01-2018;4 Tahun 5 Bulan;20172;3.65;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;24-10-2017;NULL;20171;3.26;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;KATOLIK;21-08-2017;4 Tahun 0 Bulan;20171;3.01;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;24-10-2017;4 Tahun 2 Bulan;20171;3.44;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;26-10-2017;4 Tahun 2 Bulan;20171;3.22;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;26-10-2017;4 Tahun 2 Bulan;20171;2.9;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;3.18;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;ISLAM;07-02-2019;5 Tahun 6 Bulan;20183;3.26;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;KATOLIK;24-08-2018;5 Tahun 0 Bulan;20181;2.61;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;28-07-2017;3 Tahun 11 Bulan;20171;3.07;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;27-10-2017;4 Tahun 2 Bulan;20171;3.12;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;25-04-2019;5 Tahun 8 Bulan;20183;2.88;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;KATOLIK;14-08-2017;4 Tahun 0 Bulan;20171;3.11;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;BUDHA;21-08-2017;4 Tahun 0 Bulan;20171;3.77;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;26-04-2018;4 Tahun 8 Bulan;20173;3.41;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;25-08-2017;4 Tahun 0 Bulan;20171;3.13;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;L;PROTESTAN;14-04-2020;6 Tahun 8 Bulan;20193;3.23;Mandiri;5000000;8;Non UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;ISLAM;20-07-2018;4 Tahun 11 Bulan;20174;3.05;Mandiri;5000000;8;Non UKT
S-1;ILMU BUDAYA;Eksakta;Sastra Jepang;P;PROTESTAN;21-08-2017;4 Tahun 0 Bulan;20171;3.21;Mandiri;5000000;8;Non UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.58;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.48;SNMPTN;2300000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;NULL;20171;3.71;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;23-10-2017;NULL;20171;3.4;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.41;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;23-04-2019;NULL;20184;2.9;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;29-01-2019;NULL;20183;3.31;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-01-2018;4 Tahun 5 Bulan;20172;3.18;SNMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.35;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;29-07-2019;5 Tahun 11 Bulan;20184;3.09;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;11-01-2018;4 Tahun 5 Bulan;20172;3.18;SNMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;03-05-2018;4 Tahun 9 Bulan;20173;3.13;SNMPTN;1800000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.43;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;03-05-2018;4 Tahun 9 Bulan;20174;3.16;SNMPTN;2300000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;NULL;20171;3.5;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;01-02-2018;4 Tahun 6 Bulan;20172;3.44;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.19;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-01-2019;5 Tahun 5 Bulan;20182;3.35;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;29-07-2019;5 Tahun 11 Bulan;20184;3.21;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;4 Tahun 0 Bulan;20171;3.33;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;11-01-2018;4 Tahun 5 Bulan;20172;3.27;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;24-01-2018;4 Tahun 5 Bulan;20172;3.03;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.62;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;08-08-2017;4 Tahun 0 Bulan;20171;3.35;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;24-08-2017;4 Tahun 0 Bulan;20171;3.34;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;NULL;20171;3.63;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-04-2019;NULL;20183;3.31;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;KATOLIK;08-08-2017;4 Tahun 0 Bulan;20171;3.61;SNMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;23-10-2017;4 Tahun 2 Bulan;20171;3.36;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-01-2018;4 Tahun 5 Bulan;20172;3.43;SNMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;NULL;20171;3.62;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;NULL;20171;3.24;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;11-01-2018;NULL;20172;3.43;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;09-08-2017;NULL;20171;3.27;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;10-01-2018;NULL;20172;3.3;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;23-10-2017;NULL;20171;3.49;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;09-08-2017;NULL;20171;3.43;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-01-2018;NULL;20172;3.52;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;NULL;20171;3.43;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;29-07-2019;5 Tahun 11 Bulan;20184;3.22;SNMPTN;1800000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;10-01-2018;NULL;20172;3.16;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.4;SNMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;PROTESTAN;15-08-2019;6 Tahun 0 Bulan;20191;2.93;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;30-07-2018;4 Tahun 11 Bulan;20181;3.43;SBMPTN;1800000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.55;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;30-07-2018;4 Tahun 11 Bulan;20181;3.05;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;KATOLIK;15-08-2017;4 Tahun 0 Bulan;20171;3.41;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-10-2019;6 Tahun 2 Bulan;20191;3.3;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;24-01-2018;4 Tahun 5 Bulan;20172;3.42;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.62;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;07-02-2019;5 Tahun 6 Bulan;20183;3.09;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;3.29;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;11-01-2018;NULL;20172;3.46;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;18-01-2021;7 Tahun 5 Bulan;20203;3.49;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.32;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;PROTESTAN;06-02-2018;4 Tahun 6 Bulan;20173;3.18;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;26-10-2017;4 Tahun 2 Bulan;20171;3.53;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;10-01-2018;4 Tahun 5 Bulan;20172;3.38;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;13-08-2018;5 Tahun 0 Bulan;20181;3.28;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;09-08-2017;4 Tahun 0 Bulan;20171;3.69;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;14-08-2018;5 Tahun 0 Bulan;20181;3.05;SBMPTN;2000000;5;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;09-08-2017;4 Tahun 0 Bulan;20171;3.39;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;10-01-2018;4 Tahun 5 Bulan;20172;3.08;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;26-10-2017;4 Tahun 2 Bulan;20171;3.43;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;09-08-2017;4 Tahun 0 Bulan;20171;3.33;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;25-08-2017;4 Tahun 0 Bulan;20171;3.35;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;09-08-2017;4 Tahun 0 Bulan;20171;3.55;SBMPTN;1800000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;10-01-2018;4 Tahun 5 Bulan;20172;3.2;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;PROTESTAN;29-01-2019;5 Tahun 5 Bulan;20183;3.21;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;3.6;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;11-01-2018;NULL;20172;3.41;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;11-01-2018;4 Tahun 5 Bulan;20172;3.2;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;24-01-2018;4 Tahun 5 Bulan;20172;3.15;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;16-10-2019;6 Tahun 2 Bulan;20191;3.32;SBMPTN;2300000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;4 Tahun 0 Bulan;20171;3.6;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-08-2017;NULL;20171;3.56;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;10-08-2017;4 Tahun 0 Bulan;20171;3.71;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;PROTESTAN;15-08-2017;4 Tahun 0 Bulan;20171;3.62;SBMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-08-2017;4 Tahun 0 Bulan;20171;3.61;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;10-08-2017;4 Tahun 0 Bulan;20171;3.37;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;26-10-2017;4 Tahun 2 Bulan;20171;3.45;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;ISLAM;11-01-2018;4 Tahun 5 Bulan;20172;3.44;SBMPTN;2000000;5;UKT
